commit_id,class_id,method,score
2e89dadbce89d6d5ba6f6cef8bb3e53f486defa6,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
6f562d4c87f5eb6eab06576db99b3d521962be72,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/ArtifactFactory.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/factory/DefaultArtifactFactory.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/versioning/VersionRange.java,default,1
777d747d1a5f62069b95160553f2aeccb3365784,sourceCode/maven-project/src/main/java/org/apache/maven/project/MavenProject.java,default,1
8e85652193900b33d88e97faaf0e0d02763144dc,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
8e85652193900b33d88e97faaf0e0d02763144dc,sourceCode/maven-project/src/main/java/org/apache/maven/project/validation/DefaultModelValidator.java,default,1
9ceeebc8682f6620865baccd0d1f75396075b8cf,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
cbc583333c9b52acf2458340717a92b17efb12f5,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/ArtifactNotFoundException.java,default,1
ad2dd604529eb123caad53b1289b2ed0f5672a7b,sourceCode/maven-project/src/main/java/org/apache/maven/project/DefaultMavenProjectBuilder.java,default,1
d201131b59f606519c38ec8c1138d7bcb15f48af,sourceCode/maven-core/src/main/java/org/apache/maven/cli/MavenCli.java,default,1
ffb7f270ab96dc6fc675e982a96af45d04fe5315,sourceCode/maven-artifact/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactCollector.java,default,1
9a0b2544f20072c8aee2feb8db1b8385daf61914,sourceCode/maven-core/src/main/java/org/apache/maven/lifecycle/DefaultLifecycleExecutor.java,default,1
363f82e42d19af3dfabef40f28f24b56b77cb04f,sourceCode/maven-embedder/src/main/java/org/apache/maven/embedder/MavenEmbedder.java,default,1
790f8f8fede12efcfd00b004728ab0c90258d76c,sourceCode/maven-artifact-manager/src/main/java/org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,default,1
