('246', 'bef7cb7832393719e171427be9fa11f2c5ceae8d', 1.0)
('180', 'e953cd99c79adbfebb883728d61f582e4c1fedb2', 0.9144156436817239)
('757', '04390d9b1819025c608de0a67d31919d11159a53', 0.9142880444067331)
('180', 'e59c46dd3683a893187a6a5a5d6de60a9cefbec3', 0.9142085385330794)
('25', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.9127042692310414)
('544', '0c8be1ef079b0ab961d46bbe7ba9136124e882a2', 0.9110261010055589)
('544', 'cd76f2a01a3c9a8b2c3eed5babddf5d014ec202c', 0.9105987849661507)
('463', '08fdbfc54380576996fd1079a7082ad81c2f2bba', 0.9104204127492996)
('463', 'c65dbaabb1c891605279553839cad59b80688dd9', 0.9102671459207066)
('221', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.9087898629752766)
('757', '89572d0096ad852c6196f04521fcf14d0ba93a20', 0.9083383941495838)
('27', '018c8de5b275732598f7709693787fdd313392e0', 0.9074482399923287)
('57', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.9073490673520396)
('180', 'd80c957284a4c2930240cfecc13f2619781d4d07', 0.9072376944577304)
('27', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.9045583210105702)
('25', '018c8de5b275732598f7709693787fdd313392e0', 0.9034071145652482)
('408', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.9033725711945918)
('644', '3a47695428d0463a93124e45c390a708b68b6023', 0.899993443980234)
('188', '0ade5f75dcb6d07a242ab3468bc79bb413b9f677', 0.8999782519771181)
('639', '6bad467bba438c025bca17a74fe9e9ec6fcdac94', 0.899076539771085)
('639', '4f236e1fe342b4fe469bbc1ff9ff83771f122598', 0.8990762428961913)
('463', '04390d9b1819025c608de0a67d31919d11159a53', 0.8984892451296262)
('838', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.8974829615274688)
('783', 'c65dbaabb1c891605279553839cad59b80688dd9', 0.8884996849773806)
('25', 'c473885ad87c5ab16d5c0a12b291c41e31944b80', 0.888084390744553)
('670', '001a969038121dd65ce376d17fe3c63c0c038171', 0.8867073782382211)
('670', '9dfd3d3c89108f3b3c6a11a85b77842d7e2248a3', 0.8864831627770866)
('783', '08fdbfc54380576996fd1079a7082ad81c2f2bba', 0.8843043582148887)
('450', '8b865de0444b8e31ef3d982819f205a20521f4b9', 0.8840640738262843)
('450', 'ab5668c49ecee661c2bb7612209e7bcbe32c4acb', 0.8840537963377476)
('783', '04390d9b1819025c608de0a67d31919d11159a53', 0.8837505455574869)
('670', '1ad1765c95b88a72d4a5df539d6255757c6c7b54', 0.8835137638940993)
('806', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.8816608096887917)
('224', '6a0ef2128fb6115c1fa6942d5cd4626892b62dbe', 0.8770451889505975)
('180', 'da73ed7dafeaeb5b29902253f43255637f49d9e3', 0.8738961926414971)
('806', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.8736562954654946)
('670', '4a46696c6a2657f1ee6b12a31c6e8682c971d074', 0.8717685708046511)
('209', '15aacbb5c92bef5b9e3853c2694653cf3be2e370', 0.8712122553151511)
('623', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.8709946870020668)
('209', '2d32471d8e2d70609e83679771f9cb996085bf7d', 0.870448007181848)
('346', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.8692260429755732)
('633', '14a6d9005476cc638116f0ef369bbda15459ff9e', 0.8666137032185858)
('757', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.8656648539431795)
('643', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.8647772858335134)
('753', '1b762294695157d14ca61db1d0aff8d7fa2a655c', 0.8629814932788922)
('188', 'b1a6c966c252047f1382031e50559a67b71b8d3e', 0.8565767352953881)
('670', 'cd4d08ccce7fed4a7998561b7e926d74ef860ce5', 0.856525882954624)
('632', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.8560204152272486)
('614', 'a08919701c38822587529e443e7b7418d3bc0ecc', 0.8549633043847099)
('614', 'b69b8d67e09d22470cf8fdba898e8e6aaf628d0c', 0.8545522872714743)
('806', '258c36ae087c1615485201c98ef760f881be1b05', 0.8545414590570847)
('753', 'ccf6cb15fe80c67d9a424bbcc2a7e73bc7f65685', 0.8516722216891988)
('25', '3533fc7b1a9344b5e0ac59281bf0b14e6131cca1', 0.8504258270328457)
('753', 'e52465b902f7a49691855df6afbcb0489ba5609b', 0.8491196569010708)
('670', '564360fb6cf2fa91298ea4abb6ad362b2891ecca', 0.8481690172287297)
('170', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.8464155964168794)
('544', 'aaa2484bd2c37e6407c32015e393f3f69416172a', 0.8428189677128022)
('158', '4f236e1fe342b4fe469bbc1ff9ff83771f122598', 0.8427779474361041)
('27', '3533fc7b1a9344b5e0ac59281bf0b14e6131cca1', 0.842345465255629)
('158', '6bad467bba438c025bca17a74fe9e9ec6fcdac94', 0.84230959705545)
('27', 'cd17f62c886cd76a35f38138c31890df80698168', 0.8423052393330486)
('291', 'a73f47a1cbd3a2e072c46f283ca08f3c4c54fdf0', 0.8410433794564005)
('180', '2735cf79fbac8b7f09f0e969f095e2479f8be01a', 0.8407718363829098)
('27', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.8404145185949138)
('27', 'c473885ad87c5ab16d5c0a12b291c41e31944b80', 0.8397271961636936)
('25', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.8390049242114321)
('291', '5397a587bdc3553547e9bd1ec134731c807d20e2', 0.8367980633599013)
('49', '9c2e95f66bf2a56327e0e4b382795a586766c173', 0.8367316538088903)
('25', 'cd17f62c886cd76a35f38138c31890df80698168', 0.834911099993795)
('620', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.8325676278876668)
('632', '3533fc7b1a9344b5e0ac59281bf0b14e6131cca1', 0.821879198012973)
('557', 'e52465b902f7a49691855df6afbcb0489ba5609b', 0.8205734095631315)
('670', '61b47f6082bc0db38a33cb29c78cc66120cbdb3f', 0.8175636906357878)
('557', 'ccf6cb15fe80c67d9a424bbcc2a7e73bc7f65685', 0.8103966239195709)
('414', 'f54046168723638d7887d0a79153782e1a0717a6', 0.8030946239505293)
('586', 'f54046168723638d7887d0a79153782e1a0717a6', 0.8030946239459568)
('587', 'f54046168723638d7887d0a79153782e1a0717a6', 0.8030946239323168)
('632', '258c36ae087c1615485201c98ef760f881be1b05', 0.802668327925559)
('614', 'f6d48d4b844a088cad18ec2942549d4fbf4c5b7a', 0.8022747134864139)
('766', 'f54046168723638d7887d0a79153782e1a0717a6', 0.8021184985785472)
('664', 'ab5668c49ecee661c2bb7612209e7bcbe32c4acb', 0.8021099663498208)
('664', '8b865de0444b8e31ef3d982819f205a20521f4b9', 0.8021049105275694)
('589', 'f54046168723638d7887d0a79153782e1a0717a6', 0.8017170949237823)
('557', '1b762294695157d14ca61db1d0aff8d7fa2a655c', 0.801351998895562)
('152', '2da7633cf206120d5b20f41c2d2ccc3848f565ef', 0.8002729295091131)
('723', 'cf1ede6a7257428f41712c23b8d913ad6914b21d', 0.7985773421523125)
('192', '2d6c4cf83200dbf6e6fdd004acb4f14831023fac', 0.7972319209367911)
('782', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7941728122756953)
('733', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7927897238940232)
('450', 'a1e727648c19f475788d6bcb62d3b7785e0f66ff', 0.7796242067043818)
('495', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7793039299507863)
('797', '0bfc0e16e72303cf2d8550582240345bde436f34', 0.7788047983752475)
('291', '2f6069b1e962f26bacf3e16f2cf66815f256451c', 0.7699258489266322)
('544', '2dd75fbec40e062c2f242c232a17cb30d5253a4c', 0.7693354699621135)
('28', '8f1d7662e3d79c11a96db74c46d57072530600a7', 0.7677077524300763)
('431', '0c930de8a92e0f740d05d44f54e065c4e35a4b4a', 0.7661116833650549)
('431', 'ed5a99a85f04ef934a4bae3af88807ea4002ca48', 0.7630140109549238)
('606', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7608220452888321)
('658', 'e92e7e980201f096584f790e8472cf69a0eb391b', 0.7605853227301015)
('501', '7eabe1789c2605692e300c231c411d9ed02eaa18', 0.7587717943983762)
('557', '849e40a0fe9a9c4aed29a44275a988b4015c87da', 0.7571045126753857)
('714', 'f6cb0e014d5eab9e48d4b589ee6c56d34bfbe764', 0.7552645183597333)
('554', '3b4c13dacf4750bc5459dc3acfe31b42c9214ee1', 0.7549308312913654)
('670', '849e40a0fe9a9c4aed29a44275a988b4015c87da', 0.7535559485216344)
('501', 'cd76f2a01a3c9a8b2c3eed5babddf5d014ec202c', 0.7508199442167725)
('180', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.7492228678028531)
('670', 'e06ac6779b32f55c4e88cdfba29ac22144aa7258', 0.748341230073251)
('192', '84837ae5ba937262834daae41d3be0e04c548537', 0.7472057561542106)
('501', '0c8be1ef079b0ab961d46bbe7ba9136124e882a2', 0.7467527867266974)
('783', '89572d0096ad852c6196f04521fcf14d0ba93a20', 0.7458137997612705)
('437', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7457504984262858)
('192', '08f7da201f696c98f68c52215dced2992302258a', 0.7456767463216065)
('697', 'b6367c83304e409a23edc64967585f4f03c4d89b', 0.7448841343002756)
('536', '6825fba1012b81dd421868b98f9d6a48f84c50c1', 0.7433554779005747)
('291', '336f8e9bd72bdca97be5cdd10015e51b6c3437c4', 0.7421860057326405)
('806', 'f4563e07cfa9396658791af9e087f31c5ec0fe38', 0.741373343979683)
('291', 'b4b8e06909f76b8d29438375c59ddbcac640db01', 0.7412018822649569)
('673', '14a6d9005476cc638116f0ef369bbda15459ff9e', 0.740170810858307)
('192', '3e446b0f2bc820903a55b3524ea551f1aeab32a2', 0.7398899974031187)
('291', '5ee93b1c77848c2e35411ea8d363294b665f4962', 0.7393317697730489)
('291', 'c72700c506d72a595a95091ca4d47c485ee883bb', 0.7374977333303325)
('431', '89015048b496fe08588b89f97e5fea6802100767', 0.7359302852985079)
('668', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7347619353259874)
('291', 'c2f906ae6af9f03a7c173701e634f98422be7e0a', 0.7328349148370523)
('544', 'ad9996af3b593e0570e6815ffcee25d284e01aa8', 0.731540976382125)
('192', '8b27eb81ddceb36ed2e3a71fbbb58f4030a42265', 0.7313708362849608)
('835', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7302262794965242)
('663', '6bad467bba438c025bca17a74fe9e9ec6fcdac94', 0.7299690091032318)
('663', '4f236e1fe342b4fe469bbc1ff9ff83771f122598', 0.72972172781493)
('717', '6645dbd87063e7cb8086fa0ec7294e6fb19e20fb', 0.7292695825516852)
('291', 'c1356dcd9112bbd3183800cef6ac558480da8afd', 0.7288848743889309)
('465', '82910828b274a16d7798bfb025cff291cdb2bf1e', 0.7279216959423728)
('717', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.7268494487096127)
('188', 'cf1ede6a7257428f41712c23b8d913ad6914b21d', 0.7265960549652968)
('639', '916f4576a3e9ca9a19fc049de001dd1d3f497cd8', 0.7265802658533462)
('291', 'fcf6a8fe4ea4f3604644aba9c63914a052c5315c', 0.7259472935406276)
('180', '89572d0096ad852c6196f04521fcf14d0ba93a20', 0.7239931130405273)
('192', '34efb8786998ad1ce2ced58bd69b1cecd2889836', 0.7236936769203928)
('557', '61b47f6082bc0db38a33cb29c78cc66120cbdb3f', 0.721456073492732)
('465', '60f0e430c134f8d22c7a0a8a3cae1f80a3e3ea24', 0.7174503963408391)
('653', '6d6b7bd6cfc674849a590e78cac21c1a0cc74d6a', 0.715893294010651)
('28', '12e08eed8d303e90e9302c4ea56c7d00e13aa128', 0.714600998766283)
('192', '3a174c64ee64d397f3f2355a486b49e7cf3358c1', 0.7126696726358103)
('806', 'd48defead77be39250373d03933525ba95899e6a', 0.7123653349525909)
('753', '1ad1765c95b88a72d4a5df539d6255757c6c7b54', 0.7105546948710859)
('797', '00fb00b094474de98ffcfe7cdb3d4b2682389676', 0.7099063047283684)
('180', '0bfc0e16e72303cf2d8550582240345bde436f34', 0.7092634839111815)
('224', 'bf8ca13d9ff2c4b277614c2a42bbe227d36dffa4', 0.7091599816094224)
('783', 'd1932884ee19a5ec819788e5f33b4c5f38b0dd37', 0.7089242252376821)
('510', '6bad467bba438c025bca17a74fe9e9ec6fcdac94', 0.7085312355151405)
('510', '4f236e1fe342b4fe469bbc1ff9ff83771f122598', 0.7083013271469099)
('99', 'bef7cb7832393719e171427be9fa11f2c5ceae8d', 0.7071711266779743)
('664', 'a1e727648c19f475788d6bcb62d3b7785e0f66ff', 0.7062260711511269)
('797', '072c177008dc74ddcfab55f7a6d441a5b7d5aa5a', 0.7059110541770991)
('632', 'f4563e07cfa9396658791af9e087f31c5ec0fe38', 0.7037868837533353)
('781', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7031633868742437)
('549', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.7027655518000963)
('219', '529f3990a62d1ff5be8188176838b7f2de9207f2', 0.7017739525987623)
('714', '2735cf79fbac8b7f09f0e969f095e2479f8be01a', 0.7012219446676311)
('727', 'f54046168723638d7887d0a79153782e1a0717a6', 0.7007302438555932)
('717', '8fdf1f918e8e89d91fd1f372e00b055336875b7b', 0.6961773793805073)
('501', 'aaa2484bd2c37e6407c32015e393f3f69416172a', 0.6948539565250832)
('850', 'f54046168723638d7887d0a79153782e1a0717a6', 0.6924032475765072)
('291', '916f4576a3e9ca9a19fc049de001dd1d3f497cd8', 0.6915313815783029)
('697', 'cf89c4f561c87a9e8dc9b37f8dab259ec77fc372', 0.6895309427441674)
('708', '6d6b7bd6cfc674849a590e78cac21c1a0cc74d6a', 0.6885107910847362)
('747', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.6857644481002169)
('557', '4a46696c6a2657f1ee6b12a31c6e8682c971d074', 0.6853923140305898)
('708', 'f35223312b74743886436770f5172cb25e4e0974', 0.6839556958085049)
('632', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.6837337723601284)
('663', 'f6cb0e014d5eab9e48d4b589ee6c56d34bfbe764', 0.6836312407430472)
('465', 'f7270e519d9d6d8dc4577cb85466a636fffd9e92', 0.6829975182346102)
('708', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.6829068960835722)
('708', '1fd50e66ed3388fb44151983760bc146af993824', 0.6823421449801153)
('291', 'c473885ad87c5ab16d5c0a12b291c41e31944b80', 0.6823261115389669)
('158', '916f4576a3e9ca9a19fc049de001dd1d3f497cd8', 0.682319514198571)
('708', '244dfa6252961646a3b3efab52e8f8d85b8ab465', 0.6817386600295141)
('708', '6c8dc0e4fe5b93ba777b1decb5096a4e7639c3ea', 0.6793955507076185)
('291', '018c8de5b275732598f7709693787fdd313392e0', 0.6775939037176487)
('219', '258c36ae087c1615485201c98ef760f881be1b05', 0.6767681305168038)
('291', '9f831b7c7c254d395ea71c00318811cb82ffa468', 0.6761003436527142)
('708', '072c177008dc74ddcfab55f7a6d441a5b7d5aa5a', 0.6745021070564353)
('291', '3533fc7b1a9344b5e0ac59281bf0b14e6131cca1', 0.6733762332969369)
('219', '00bffd54bce6c706e0a976c70e4fc0a7d4d5291b', 0.6731365592818376)
('441', 'f54046168723638d7887d0a79153782e1a0717a6', 0.672915254172671)
('614', 'e92e7e980201f096584f790e8472cf69a0eb391b', 0.6724228460977413)
('708', 'e59c46dd3683a893187a6a5a5d6de60a9cefbec3', 0.6708132431278583)
('582', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.6704710656678746)
('549', '8fdf1f918e8e89d91fd1f372e00b055336875b7b', 0.6701649804969755)
('797', '6c8dc0e4fe5b93ba777b1decb5096a4e7639c3ea', 0.6694195230544101)
('708', 'e953cd99c79adbfebb883728d61f582e4c1fedb2', 0.6693266104350752)
('632', 'd48defead77be39250373d03933525ba95899e6a', 0.6689151051627211)
('106', 'b69b8d67e09d22470cf8fdba898e8e6aaf628d0c', 0.665908975136611)
('592', 'f54046168723638d7887d0a79153782e1a0717a6', 0.6657869634343071)
('708', 'd80c957284a4c2930240cfecc13f2619781d4d07', 0.6645878066715786)
('431', 'a71e23a635292629f9d87e35f50fd21889dd450e', 0.6636345891463598)
('797', 'a797c46f7685b0d6a6426f8e0b284400d7ca153b', 0.6625166328178985)
('753', '4fa26613133fdbfff8dd6ef1a9b089e300c02358', 0.6612596401916886)
('632', 'c473885ad87c5ab16d5c0a12b291c41e31944b80', 0.660266077262742)
('25', '916f4576a3e9ca9a19fc049de001dd1d3f497cd8', 0.6601677044947635)
('388', '807c4e08c525c32025026cd829cd1f954fdb21f6', 0.6595048108110347)
('28', '9a47f81a1c8e450580b30e7e50e9006172dabbb8', 0.6580909697025193)
('523', '6645dbd87063e7cb8086fa0ec7294e6fb19e20fb', 0.6553074156352352)
('523', 'd056999d873659901a1eec6647ebe0fa415a9274', 0.654229054468285)
('180', '072c177008dc74ddcfab55f7a6d441a5b7d5aa5a', 0.6527698378566867)
('658', '6c8dc0e4fe5b93ba777b1decb5096a4e7639c3ea', 0.6516421840252281)
('673', 'b1a6c966c252047f1382031e50559a67b71b8d3e', 0.6515102322893666)
('673', '0ade5f75dcb6d07a242ab3468bc79bb413b9f677', 0.6512761317929248)
('146', 'f54046168723638d7887d0a79153782e1a0717a6', 0.6504869485873224)
('703', '6747f3a416d0a021513fdca8e0e59d30414b3d59', 0.6471121937000673)
('757', '2735cf79fbac8b7f09f0e969f095e2479f8be01a', 0.6466440915581322)
('291', 'd20017c43ddb1bb715d61f1489b669dec6be21cd', 0.6459668103008588)
('441', '14a6d9005476cc638116f0ef369bbda15459ff9e', 0.6447385451599787)
('192', 'ea01c329a47979ba305c57642562eb5f0d993a15', 0.6414491267320953)
('708', 'da73ed7dafeaeb5b29902253f43255637f49d9e3', 0.6404473277919597)
('166', 'ab74db9a1c27fe29de9c05280d27979af605c29a', 0.6376893601750229)
('501', 'ad9996af3b593e0570e6815ffcee25d284e01aa8', 0.6375761776118789)
('757', 'c65dbaabb1c891605279553839cad59b80688dd9', 0.6356631391702119)
('554', '1048f5df145da9ee46c568efc8e59ec57cba9905', 0.6356613437117238)
('639', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.629965086308692)
('291', 'cd17f62c886cd76a35f38138c31890df80698168', 0.62980895346112)
('658', '1fd50e66ed3388fb44151983760bc146af993824', 0.6297686606831494)
('658', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.629731438716328)
('658', 'f35223312b74743886436770f5172cb25e4e0974', 0.62908560696069)
('557', '4fa26613133fdbfff8dd6ef1a9b089e300c02358', 0.6285256620860161)
('658', '6d6b7bd6cfc674849a590e78cac21c1a0cc74d6a', 0.6284434125331239)
('658', '244dfa6252961646a3b3efab52e8f8d85b8ab465', 0.6280772179206621)
('658', '072c177008dc74ddcfab55f7a6d441a5b7d5aa5a', 0.6267690629985214)
('590', 'f54046168723638d7887d0a79153782e1a0717a6', 0.625904199281198)
('757', '6c8dc0e4fe5b93ba777b1decb5096a4e7639c3ea', 0.6242743699256466)
('523', '8fdf1f918e8e89d91fd1f372e00b055336875b7b', 0.624131427800726)
('388', '6891e5011099516aeccc6b3ea8f9bc956086e0eb', 0.6211448451992255)
('549', 'a71e23a635292629f9d87e35f50fd21889dd450e', 0.6199475922919488)
('658', 'e953cd99c79adbfebb883728d61f582e4c1fedb2', 0.6176185615139338)
('658', 'e59c46dd3683a893187a6a5a5d6de60a9cefbec3', 0.6173025399708106)
('797', 'f35223312b74743886436770f5172cb25e4e0974', 0.615617214689403)
('180', '25b898397b3f59b2b6f72c1e4c46e81a4024ab3d', 0.6146280745233828)
('797', '6d6b7bd6cfc674849a590e78cac21c1a0cc74d6a', 0.6143063477724295)
('797', 'a344ff0e1c29b1710034cf7a6a1d41450be775ee', 0.6137458390845401)
('653', '3a47695428d0463a93124e45c390a708b68b6023', 0.6135007255166943)
